2004-Mar-05 08:52,35.93475,9.87457,193.04250,70.933
2004-Mar-05 08:53,35.93489,9.87433,193.04418,70.933
2004-Mar-05 08:54,35.93504,9.87409,193.04586,70.933
2004-Mar-05 08:55,35.93519,9.87385,193.04754,70.933
2004-Mar-05 08:56,35.93534,9.8736,193.04922,70.933
2004-Mar-05 10:37,35.97087,9.8503,193.19580,70.953
2004-Mar-05 10:38,35.9714,9.85009,193.19694,70.953
2004-Mar-05 10:39,35.97194,9.84988,193.19808,70.954
2004-Mar-05 10:40,35.97249,9.84967,193.19916,70.954
2004-Mar-05 10:41,35.97303,9.84946,193.20030,70.954
2004-Mar-05 23:52,36.18946,9.92212,191.42472,71.106
2004-Mar-05 23:53,36.18867,9.92223,191.42268,71.105
2004-Mar-05 23:54,36.18787,9.92234,191.42070,71.105
2004-Mar-05 23:55,36.18708,9.92246,191.41866,71.104
2004-Mar-05 23:56,36.18628,9.92257,191.41668,71.104
2004-Mar-06 01:37,36.10155,9.92855,191.27634,71.041
2004-Mar-06 01:38,36.1007,9.92855,191.27556,71.04
2004-Mar-06 01:39,36.09984,9.92856,191.27484,71.04
2004-Mar-06 01:40,36.09899,9.92856,191.27412,71.039
2004-Mar-06 01:41,36.09814,9.92856,191.27334,71.038
2004-Mar-06 03:22,36.01736,9.92317,191.26146,70.977
2004-Mar-06 03:23,36.01664,9.92306,191.26194,70.976
2004-Mar-06 03:24,36.01592,9.92295,191.26236,70.976
2004-Mar-06 03:25,36.01521,9.92284,191.26284,70.975
2004-Mar-06 03:26,36.0145,9.92273,191.26338,70.975
2004-Mar-06 05:07,35.95625,9.90697,191.36046,70.928
2004-Mar-06 05:08,35.95583,9.90677,191.36184,70.928
2004-Mar-06 05:09,35.95542,9.90657,191.36322,70.927
2004-Mar-06 05:10,35.95501,9.90637,191.36460,70.927
2004-Mar-06 05:11,35.9546,9.90618,191.36598,70.927
2004-Mar-06 06:52,35.93308,9.88349,191.52696,70.906
2004-Mar-06 06:53,35.93307,9.88325,191.52864,70.906
2004-Mar-06 06:54,35.93306,9.883,191.53038,70.905
2004-Mar-06 06:55,35.93306,9.88276,191.53206,70.905
2004-Mar-06 06:56,35.93306,9.88252,191.53380,70.905
2004-Mar-06 08:37,35.95424,9.85817,191.69598,70.915
2004-Mar-06 08:38,35.95465,9.85794,191.69736,70.915
2004-Mar-06 08:39,35.95506,9.85771,191.69874,70.916
2004-Mar-06 08:40,35.95548,9.85748,191.70012,70.916
2004-Mar-06 08:41,35.9559,9.85725,191.70150,70.916
2004-Mar-07 07:52,35.97327,9.8494,190.29138,70.899
2004-Mar-07 07:53,35.97382,9.84919,190.29252,70.899
2004-Mar-07 07:54,35.97437,9.84898,190.29360,70.9
2004-Mar-07 07:55,35.97492,9.84876,190.29474,70.9
2004-Mar-07 07:56,35.97548,9.84855,190.29582,70.9
2004-Mar-07 09:37,36.04621,9.83106,190.35684,70.947
2004-Mar-07 09:38,36.04702,9.83093,190.35684,70.948
2004-Mar-07 09:39,36.04784,9.8308,190.35690,70.948
2004-Mar-07 09:40,36.04866,9.83068,190.35690,70.949
2004-Mar-07 09:41,36.04948,9.83055,190.35690,70.949
2004-Mar-07 11:22,36.13756,9.82351,190.29150,71.01
2004-Mar-07 11:23,36.13845,9.82349,190.29018,71.011
2004-Mar-07 11:24,36.13934,9.82348,190.28886,71.011
2004-Mar-07 11:25,36.14022,9.82347,190.28748,71.012
2004-Mar-07 11:26,36.14111,9.82346,190.28616,71.013
2004-Mar-07 13:07,36.22527,9.82846,190.08528,71.072
2004-Mar-07 13:08,36.22601,9.82857,190.08270,71.073
2004-Mar-07 13:09,36.22676,9.82867,190.08012,71.073
2004-Mar-07 13:10,36.2275,9.82878,190.07748,71.074
2004-Mar-07 13:11,36.22824,9.82889,190.07490,71.074
2004-Mar-07 14:52,36.28875,9.84455,189.76314,71.118
2004-Mar-07 14:53,36.28918,9.84475,189.75966,71.119
2004-Mar-07 14:54,36.28962,9.84494,189.75618,71.119
2004-Mar-07 14:55,36.29004,9.84514,189.75270,71.119
2004-Mar-07 14:56,36.29047,9.84534,189.74922,71.12
2004-Mar-07 16:37,36.31392,9.86784,189.37626,71.138
2004-Mar-07 16:38,36.31395,9.86808,189.37248,71.138
2004-Mar-07 16:39,36.31398,9.86832,189.36864,71.138
2004-Mar-07 16:40,36.314,9.86856,189.36486,71.138
2004-Mar-07 16:41,36.31402,9.8688,189.36108,71.138
2004-Mar-08 06:37,35.97876,9.84734,188.84712,70.875
2004-Mar-08 06:38,35.97934,9.84713,188.84820,70.875
2004-Mar-08 06:39,35.97992,9.84692,188.84922,70.875
2004-Mar-08 06:40,35.9805,9.84671,188.85030,70.876
2004-Mar-08 06:41,35.98109,9.8465,188.85132,70.876
2004-Mar-08 08:22,36.05434,9.82952,188.90394,70.925
2004-Mar-08 08:23,36.05518,9.82939,188.90388,70.925
2004-Mar-08 08:24,36.05601,9.82927,188.90382,70.926
2004-Mar-08 08:25,36.05685,9.82915,188.90370,70.926
2004-Mar-08 08:26,36.05769,9.82904,188.90364,70.927
2004-Mar-08 10:07,36.14692,9.82282,188.82798,70.989
2004-Mar-08 10:08,36.14781,9.82281,188.82654,70.989
2004-Mar-08 10:09,36.14871,9.82281,188.82516,70.99
2004-Mar-08 10:10,36.1496,9.82281,188.82372,70.991
2004-Mar-08 10:11,36.15049,9.82281,188.82222,70.991
2004-Mar-08 11:52,36.23417,9.82875,188.61186,71.051
2004-Mar-08 11:53,36.2349,9.82886,188.60916,71.051
2004-Mar-08 11:54,36.23564,9.82898,188.60652,71.052
2004-Mar-08 11:55,36.23637,9.82909,188.60382,71.052
2004-Mar-08 11:56,36.23709,9.82921,188.60112,71.053
2004-Mar-08 13:37,36.29566,9.8457,188.28276,71.096
2004-Mar-08 13:38,36.29607,9.8459,188.27928,71.096
2004-Mar-08 13:39,36.29648,9.84611,188.27574,71.096
2004-Mar-08 13:40,36.29688,9.84631,188.27220,71.097
2004-Mar-08 13:41,36.29728,9.84652,188.26866,71.097
2004-Mar-08 15:22,36.31781,9.86955,187.89348,71.113
2004-Mar-08 15:23,36.31781,9.8698,187.88970,71.113
2004-Mar-08 15:24,36.31781,9.87004,187.88586,71.113
2004-Mar-08 15:25,36.3178,9.87028,187.88208,71.113
2004-Mar-08 15:26,36.31779,9.87053,187.87830,71.113
2004-Mar-08 15:39,36.31727,9.8737,187.82904,71.113
2004-Mar-08 15:43,36.31698,9.87468,187.81398,71.113
2004-Mar-08 15:47,36.31662,9.87565,187.79886,71.113
2004-Mar-08 15:50,36.31631,9.87639,187.78758,71.112
2004-Mar-08 15:54,36.31584,9.87737,187.77258,71.112
2004-Mar-08 15:58,36.3153,9.87834,187.75758,71.112
2004-Mar-08 16:01,36.31486,9.87908,187.74636,71.112
2004-Mar-08 16:05,36.31422,9.88005,187.73142,71.111
2004-Mar-08 16:08,36.31369,9.88078,187.72026,71.111
2004-Mar-08 16:12,36.31294,9.88176,187.70538,71.11
2004-Mar-08 16:16,36.31212,9.88273,187.69056,71.11
2004-Mar-08 16:20,36.31125,9.8837,187.67586,71.109
2004-Mar-08 16:27,36.30956,9.88538,187.65018,71.108
2004-Mar-08 16:31,36.30852,9.88634,187.63560,71.107
2004-Mar-08 16:35,36.30741,9.8873,187.62108,71.107
2004-Mar-08 16:38,36.30654,9.88802,187.61022,71.106
2004-Mar-08 16:42,36.30533,9.88897,187.59582,71.105
2004-Mar-08 16:46,36.30405,9.88991,187.58154,71.104
2004-Mar-08 16:49,36.30306,9.89062,187.57080,71.104
2004-Mar-08 16:53,36.30169,9.89156,187.55664,71.103
2004-Mar-08 16:56,36.30062,9.89226,187.54608,71.102
2004-Mar-08 17:00,36.29914,9.89318,187.53204,71.101
2004-Mar-08 18:49,36.23897,9.91528,187.19394,71.059
2004-Mar-08 19:02,36.22961,9.91737,187.16064,71.052
2004-Mar-08 19:15,36.21989,9.91932,187.12914,71.045
2004-Mar-08 19:28,36.20984,9.92111,187.09944,71.038
2004-Mar-08 19:41,36.1995,9.92274,187.07166,71.03
2004-Mar-08 19:54,36.1889,9.92422,187.04574,71.022
2004-Mar-08 20:07,36.17807,9.92552,187.02186,71.014
2004-Mar-08 20:17,36.16962,9.9264,187.00482,71.008
2004-Mar-09 07:24,36.07745,9.82622,187.44576,70.912
2004-Mar-09 07:25,36.07832,9.82612,187.44540,70.913
2004-Mar-09 07:26,36.0792,9.82603,187.44498,70.914
2004-Mar-09 07:27,36.08008,9.82593,187.44462,70.914
2004-Mar-09 07:28,36.08095,9.82584,187.44420,70.915
2004-Mar-09 09:09,36.17155,9.82246,187.33596,70.978
2004-Mar-09 09:10,36.17243,9.82248,187.33422,70.979
2004-Mar-09 09:11,36.17331,9.82251,187.33248,70.979
2004-Mar-09 09:12,36.17419,9.82254,187.33074,70.98
2004-Mar-09 09:13,36.17507,9.82257,187.32894,70.981
2004-Mar-09 10:54,36.25503,9.83134,187.08948,71.038
2004-Mar-09 10:55,36.25571,9.83148,187.08654,71.038
2004-Mar-09 10:56,36.25638,9.83162,187.08360,71.039
2004-Mar-09 10:57,36.25705,9.83176,187.08066,71.039
2004-Mar-09 10:58,36.25772,9.83191,187.07772,71.04
2004-Mar-09 12:39,36.30854,9.85056,186.74064,71.077
2004-Mar-09 12:40,36.30886,9.85078,186.73698,71.078
2004-Mar-09 12:41,36.30918,9.851,186.73332,71.078
2004-Mar-09 12:42,36.30949,9.85122,186.72972,71.078
2004-Mar-09 12:43,36.3098,9.85144,186.72606,71.078
2004-Mar-09 14:24,36.32048,9.8755,186.34620,71.088
2004-Mar-09 14:25,36.32038,9.87575,186.34248,71.088
2004-Mar-09 14:26,36.32028,9.876,186.33870,71.087
2004-Mar-09 14:27,36.32017,9.87624,186.33492,71.087
2004-Mar-09 14:28,36.32006,9.87649,186.33114,71.087
2004-Mar-09 16:09,36.28896,9.90046,185.97054,71.066
